ID: 1, Día: 1, Temperatura: 21.0, Humedad: 56.7, Amperaje: 0.0045, Longitud: 0
ID: 1, Día: 14, Temperatura: 24.4, Humedad: 56.7, Amperaje: 0.0052, Longitud: 0.12
ID: 1, Día: 15, Temperatura: 24.3, Humedad: 56.6, Amperaje: 0.0049, Longitud: 0.65
ID: 1, Día: 15, Temperatura: 24.2, Humedad: 56.4, Amperaje: 0.0050, Longitud: 0.65
ID: 1, Día: 16, Temperatura: 24.1, Humedad: 56.2, Amperaje: 0.0048, Longitud: 1.23
ID: 1, Día: 16, Temperatura: 24.0, Humedad: 56.0, Amperaje: 0.0047, Longitud: 1.23
ID: 1, Día: 17, Temperatura: 23.9, Humedad: 55.9, Amperaje: 0.0045, Longitud: 1.88
ID: 1, Día: 17, Temperatura: 23.8, Humedad: 55.8, Amperaje: 0.0044, Longitud: 1.88
ID: 1, Día: 18, Temperatura: 23.7, Humedad: 55.7, Amperaje: 0.0043, Longitud: 2.42
ID: 1, Día: 18, Temperatura: 23.6, Humedad: 55.6, Amperaje: 0.0042, Longitud: 2.42
ID: 1, Día: 19, Temperatura: 23.5, Humedad: 55.5, Amperaje: 0.0041, Longitud: 3.01
ID: 1, Día: 19, Temperatura: 23.4, Humedad: 55.4, Amperaje: 0.0040, Longitud: 3.01
ID: 1, Día: 20, Temperatura: 23.3, Humedad: 55.3, Amperaje: 0.0041, Longitud: 3.55
ID: 1, Día: 20, Temperatura: 23.2, Humedad: 55.2, Amperaje: 0.0042, Longitud: 3.55
ID: 1, Día: 21, Temperatura: 23.1, Humedad: 55.1, Amperaje: 0.0043, Longitud: 4.12
ID: 1, Día: 21, Temperatura: 23.0, Humedad: 55.0, Amperaje: 0.0044, Longitud: 4.12
ID: 1, Día: 22, Temperatura: 22.9, Humedad: 54.9, Amperaje: 0.0045, Longitud: 4.65
ID: 1, Día: 22, Temperatura: 22.8, Humedad: 54.8, Amperaje: 0.0046, Longitud: 4.65
ID: 1, Día: 23, Temperatura: 22.7, Humedad: 54.7, Amperaje: 0.0047, Longitud: 5.21
ID: 1, Día: 23, Temperatura: 22.6, Humedad: 54.6, Amperaje: 0.0048, Longitud: 5.21
ID: 1, Día: 24, Temperatura: 22.5, Humedad: 54.5, Amperaje: 0.0049, Longitud: 5.78
ID: 1, Día: 24, Temperatura: 22.4, Humedad: 54.4, Amperaje: 0.0050, Longitud: 5.78
ID: 1, Día: 25, Temperatura: 22.3, Humedad: 54.3, Amperaje: 0.0051, Longitud: 6.32
ID: 1, Día: 25, Temperatura: 22.2, Humedad: 54.2, Amperaje: 0.0052, Longitud: 6.32
ID: 1, Día: 26, Temperatura: 22.1, Humedad: 54.1, Amperaje: 0.0053, Longitud: 6.89
ID: 1, Día: 26, Temperatura: 22.0, Humedad: 54.0, Amperaje: 0.0054, Longitud: 6.89
ID: 1, Día: 27, Temperatura: 21.9, Humedad: 53.9, Amperaje: 0.0055, Longitud: 7.47
ID: 1, Día: 27, Temperatura: 21.8, Humedad: 53.8, Amperaje: 0.0056, Longitud: 7.47
ID: 1, Día: 28, Temperatura: 21.7, Humedad: 53.7, Amperaje: 0.0057, Longitud: 8.02
ID: 1, Día: 28, Temperatura: 21.6, Humedad: 53.6, Amperaje: 0.0058, Longitud: 8.02
ID: 1, Día: 29, Temperatura: 21.5, Humedad: 53.5, Amperaje: 0.0059, Longitud: 8.54
ID: 1, Día: 29, Temperatura: 21.4, Humedad: 53.4, Amperaje: 0.0060, Longitud: 8.54
ID: 1, Día: 30, Temperatura: 21.3, Humedad: 53.3, Amperaje: 0.0061, Longitud: 9.08
ID: 1, Día: 30, Temperatura: 21.2, Humedad: 53.2, Amperaje: 0.0062, Longitud: 9.08
ID: 1, Día: 31, Temperatura: 21.1, Humedad: 53.1, Amperaje: 0.0063, Longitud: 9.62
ID: 1, Día: 31, Temperatura: 21.0, Humedad: 53.0, Amperaje: 0.0064, Longitud: 9.62
ID: 1, Día: 32, Temperatura: 20.9, Humedad: 52.9, Amperaje: 0.0065, Longitud: 10.18
ID: 1, Día: 32, Temperatura: 20.8, Humedad: 52.8, Amperaje: 0.0066, Longitud: 10.18
ID: 1, Día: 33, Temperatura: 20.7, Humedad: 52.7, Amperaje: 0.0067, Longitud: 10.75
ID: 1, Día: 33, Temperatura: 20.6, Humedad: 52.6, Amperaje: 0.0068, Longitud: 10.75
ID: 1, Día: 34, Temperatura: 20.5, Humedad: 52.5, Amperaje: 0.0069, Longitud: 11.29
ID: 1, Día: 34, Temperatura: 20.4, Humedad: 52.4, Amperaje: 0.0070, Longitud: 11.29
ID: 1, Día: 35, Temperatura: 20.3, Humedad: 52.3, Amperaje: 0.0071, Longitud: 11.84
ID: 1, Día: 35, Temperatura: 20.2, Humedad: 52.2, Amperaje: 0.0072, Longitud: 11.84
ID: 1, Día: 36, Temperatura: 20.1, Humedad: 52.1, Amperaje: 0.0073, Longitud: 12.40
ID: 1, Día: 36, Temperatura: 20.0, Humedad: 52.0, Amperaje: 0.0074, Longitud: 12.40
ID: 1, Día: 37, Temperatura: 19.9, Humedad: 51.9, Amperaje: 0.0075, Longitud: 12.97
ID: 1, Día: 37, Temperatura: 19.8, Humedad: 51.8, Amperaje: 0.0076, Longitud: 12.97
ID: 1, Día: 38, Temperatura: 19.7, Humedad: 51.7, Amperaje: 0.0077, Longitud: 13.53
ID: 1, Día: 38, Temperatura: 19.6, Humedad: 51.6, Amperaje: 0.0078, Longitud: 13.53
ID: 1, Día: 39, Temperatura: 19.5, Humedad: 51.5, Amperaje: 0.0079, Longitud: 14.09
ID: 1, Día: 39, Temperatura: 19.4, Humedad: 51.4, Amperaje: 0.0080, Longitud: 14.09
ID: 1, Día: 40, Temperatura: 19.3, Humedad: 51.3, Amperaje: 0.0081, Longitud: 14.34
ID: 1, Día: 40, Temperatura: 19.2, Humedad: 51.2, Amperaje: 0.0082, Longitud: 14.34
ID: 1, Día: 41, Temperatura: 19.1, Humedad: 51.1, Amperaje: 0.0083, Longitud: 14.53
ID: 1, Día: 41, Temperatura: 19.0, Humedad: 51.0, Amperaje: 0.0084, Longitud: 14.53
ID: 1, Día: 42, Temperatura: 32.9, Humedad: 50.9, Amperaje: 0.0085, Longitud: 14.65
ID: 1, Día: 42, Temperatura: 31.8, Humedad: 50.8, Amperaje: 0.0086, Longitud: 14.65
ID: 1, Día: 43, Temperatura: 31.7, Humedad: 50.7, Amperaje: 0.0087, Longitud: 14.7
ID: 1, Día: 43, Temperatura: 30.6, Humedad: 50.6, Amperaje: 0.0088, Longitud: 14.7
ID: 1, Día: 43, Temperatura: 32.7, Humedad: 50.7, Amperaje: 0.0087, Longitud: 14.71
ID: 1, Día: 43, Temperatura: 32.6, Humedad: 50.6, Amperaje: 0.0088, Longitud: 14.71
